Categoria;Codigo;Texto breve de material;Ubicación;Imagen
Internas;10009254;"VALVULA PE-AL-PE 1620 x 3/4"" NPTH";2A2;
Rep.Herra.Varios;10009256;SENSOR DE OXIGENO 0-2000 PPM EQUI.ENVENT;C.C.E7D;
Rep.Herra.Varios;10009259;KIT HUMIFICADOR EQUIPO ENVENT 331 (H2S);C.C.E7D;
Rep.Herra.Varios;10009260;CINTA ACETATO DE PLOMO EQUIPO ENVENT 331;C.C.E6D;
Rep.Herra.Varios;10009261;MICROFILTRO FIBRA DE VIDRIO 12-57-50S;C.C.E7D;https://i.ibb.co/hJvjMxjK/10009261.jpg
Rep.Herra.Varios;10009262;KIT MANTENIMIENT EQUIPO ENVENT 331 (H2S);C.C.E7D;
Internas;10009270;"VALVULA PE-AL-PE 1620 x 1/2"" NPTH";2A2;https://i.ibb.co/vCc66Jpg/10009270.jpg
Rep.Herra.Varios;10009271;VENTANA POST. EQUIPO ENVENT 331 (H2S);C.C.E7D;
Rep.Herra.Varios;10009272;APERTURE STRIP EQUIPO ENVENT 331 (H2S);C.C.E7D;
Rep.Herra.Varios;10009273;CONTENEDOR ACIDO ACETICO EQUI ENVENT 331;C.C.E2A;
Rep.Herra.Varios;10009274;"TUBO CUARZO 13"" EQUIPO ENVENT 331 (H2S)";C.C.E7D;
Rep.Herra.Varios;10009275;O-RINGS HORNO EQUIPO ENVENT 331 (H2S);C.C.E7D;
Rep.Herra.Varios;10009276;HORNO EQUIPO ENVENT 331 (H2S);C.C.E7D;
Rep.Herra.Varios;10009277;QUEMADOR INDUST ALTA TEMPERATURA 4-EN-1;C.C.B;
Estaciones;10009280;"CONECTOR AC INOX 1/2"" OD X 3/4"" NPTM";C.C.E4E;
Acero;10009286;"TUBERIA AC D 4"" REV FBE API 5L X42 SCH40";BD2;
Medidores;10009287;MED 250 M3H ROT 100 BAR ANSI 600 G160 EP;C.M.R;
Estaciones;10009306;ACTUADOR NEUMATICO 6R TORQUE 49 Nm;5B1;
Acero;10009313;"TUBERIA AC D  3"" API 5L X42 S/C SCH160";3A4;
Acero;10009314;"VALVULA GLOBO FLANCHADA AC D 3"" ANSI 600";S.P.M;
Rep.Herra.Varios;10009316;CONTROL ENCEDIDO CALENTADOR INDUSTRIAL;C.C.E2D;
Rep.Herra.Varios;10009317;TERMOCUPLA ENCEDIDO CALENTADOR INDUST;C.C.E2D;
Rep.Herra.Varios;10009617;KIT Y TARJETA MODULO FUERZA FLOWSERVE;C.C.E6A;
Rep.Herra.Varios;10009618;KIT TARJETA SENSOR DE PRESION FLOWSERVE;C.C.E6A;
Rep.Herra.Varios;10009619;KIT TARJETA SALIDA ANALOGA FLOWSERVE;C.C.E6A;
Rep.Herra.Varios;10009620;KIT O RINGS CONTROLADOR LOGIX 3200IQ/MD;C.C.E6A;
Rep.Herra.Varios;10009621;POSICIONADOR DIGITAL DVC6200 FISHER;C.C.E7D;
Rep.Herra.Varios;10009626;BASE PILOTO CALENTADOR INDUSTRIAL A GAS;C.C.E2D;
Rep.Herra.Varios;10009627;PILOTO CALENTADOR INDUST DE AGUA A GAS;C.C.E2D;
Rep.Herra.Varios;10009630;ACEITE CAT 3E9713 MOTOR DIESEL 15W-40;BD2;
Acero;10009647;"NIPLE ACERO INOX D 1/4"" NPTM X 2"" LONG";C.C.E3D;
Rep.Herra.Varios;10009648; ELECTRODO PORTATIL PATRON CALIBRACION;C.C.E7C;https://i.ibb.co/LDhLpSFL/10009648.jpg
Rep.Herra.Varios;10009757;"CAJA PLASTICA MEDIANA HERRAMIENTAS 20""";C.C.E7E;https://http2.mlstatic.com/D_NQ_NP_888074-MLA100073946631_122025-O.webp
Rep.Herra.Varios;10009779;REGULADOR SOLAR 30 AMP 12 VDC;C.C.E7C;https://i.ibb.co/VpqGgXjD/10009779.jpg
Rep.Herra.Varios;10009780;"LINK SEAL TUBERIA AC D2"" SCH40 API 5LX42";C.C.E3D;https://psi-products.de/fileadmin/user_upload/02_Produkte/01_Dichtungstechnik/01_Link-Seal/02_Typen/Link-Seal-C-3.jpg
Internas;10009796;DOBLATUBO EXTERNO TUBERIA PE-AL-PE 1620;2A2;
Internas;10009797;BISELADOR PARA TUBERIA PE-AL-PE 1620;2A2;
Rep.Herra.Varios;10009810;"REDUCCION BUSH. AC INOX 1/4""X1/8"" NPT-MH";C.C.E4B;
Estaciones;10009814;"REDUCCION BUSH. AC INOX 3/8""X1/4"" NPT-MH";C.C.E4C;
Rep.Herra.Varios;10009815;CINTA VELCRO DUAL LOCK 3M SJ3550 24MM;C.C.E5E;https://www.trayma.es/wp-content/uploads/2017/09/3m_Dual_Lock_3560_negro.jpg
Rep.Herra.Varios;10009857;JUEGO LLAVES COMBINADAS 7 - 24 MM;C.C.E5C;https://jensa.vtexassets.com/arquivos/ids/161834/121015000-86-081Llave-Mixta-Jgo-14-Pz-Estuche-STANLEY7-a-24mm1.jpg?v=638188046264400000
Rep.Herra.Varios;10009858;CUCHILLA CORTATUBO RIDGID 2A/202;C.OF.P;
Estaciones;10009902;"SOPORTE TUBING DE 1/4"" OD, 10 CANALES";5A1;
Estaciones;10009903;CONECTOR RECTO 3/8 NPT X 1/4 OD AC INOX;C.C.E4B;
Rep.Herra.Varios;10009909;"JUEGO DE BROCAS 29 PZAS 1/16"" - 1/2""";C.OF.P;
Rep.Herra.Varios;10009927;"BROCA CILINDRICA HSS D 3/64"" (1.2MM )";C.C.E9C;
Estaciones;10009959;"REDUCCION BUSH. AC INOX 1/2""X3/8"" NPT-MH";C.C.E4B;
Polietileno;10010086;"SILLETA AUTOPER PE100 D6""X2"" IPS ELECTRO";5B2;
Estaciones;10010124;"VALVULA BOLA ROSC AC D 2"" 1500# NPTH";5A1;https://i.ibb.co/VcTLfhfv/10010124.png
Polietileno;10010138;"SILLETA AUTOPER PE100 D4""X2"" IPS ELECTRO";6B1;
Polietileno;10010140;"SILLETA AUTOPER PE100 D8""X2"" IPS ELECTRO";6B1;
Rep.Herra.Varios;10010147;BORNERA RIEL OMEGA 36 AMP - 12 AWG;C.C.E2A;https://edemco.co/uploads/imageproducts/1789134.webp
Rep.Herra.Varios;10010148;PORTAFUSIBLE RIEL OMEGA 18-14AWG 8WA;C.C.E2A;https://http2.mlstatic.com/D_NQ_NP_711079-MCO70705185205_072023-O.webp
Rep.Herra.Varios;10010150;RIEL PERFIL OMEGA 2M CON PERFORACIONES;C.C.E4D;
Rep.Herra.Varios;10010153;CONDULETA T-13 CG EN T 1/2 ROSCADA;C.C.E2A;https://ferrecito.com/cdn/shop/products/46979_2cff08f7-54c0-4a29-9771-95a59d8996f7_800x.jpg?v=1740453428
Rep.Herra.Varios;10010154;FRENO RIEL OMEGA HASTA 405 AMP;C.C.E2A;https://res.cloudinary.com/rsc/image/upload/b_rgb:FFFFFF,c_pad,dpr_2.625,f_auto,h_214,q_auto,w_380/c_pad,h_214,w_380/C8039481-04?pgw=1
Polietileno;10010156;"TUBERIA PE100 D 1/2"" IPS RDE9 NARANJ AD";S.P.M;
Estaciones;10010157;TRADUCTOR PRESION DIFERENCIAL 0-2000 S/C;C.C.E2D;
Internas;10010158;"MANOMETRO 60"" WC CAR 2-1/2"" RECA-INOX.";C.C.E8D;https://i.ibb.co/KcyCKKF0/10010158.jpg
Acero;10010164;"VALVULA GLOBO FLANCHADA AC D 4"" ANSI 150";S.P.M;
Polietileno;10010177;"VALVULA PE100 D 3/4"" IPS SOCKET RDE11";5B2;
Rep.Herra.Varios;10010388;BARRA PLASTICA P/REPARAC. TUB TRICAPA AC;C.C.E4D;
Rep.Herra.Varios;10010389;"CORTADOR TUBERIA PLASTICA D 1/2""-1-1/4""";5A1;
Estaciones;10010396;"CONEC TUBING AC INOX 1/8"" OD X 1/8"" NPTM";C.C.E5B;https://www.nailokgroup.com/upload/product/1695015545962218.jpg
Estaciones;10010429;"VALVULA CHEQUE AC INOX D1/8""OD X 3000PSI";C.C.E4C;
Estaciones;10010430;"TUERCA AC INOX D 1/8"" OD";C.C.E4C;
Estaciones;10010432;"UNION REDUCCION AC INOX 1/4""OD X 1/8""OD";C.C.E4D;https://www.nuvair.com/media/catalog/product/c/r/cru-series_1.jpg?width=265&height=265&store=default&image-type=image
Estaciones;10010433;"VALVULA BOLA AC INOX D 1/8""OD X 2500 PSI";C.C.E4D;
Estaciones;10010434;"NIPLE REDUC AC INOX D 1/4"" X 1/8"" NPTM";C.C.E4C;https://i.ibb.co/fRfPCzK/10010434.png
Estaciones;10010435;"CODO AC INOX D 1/4"" NPTH";C.C.E4B;
Acero;10010438;"REDUCCION CONCENTRICA AC SCH80 6"" X 3""";6B2;
Rep.Herra.Varios;10010461;"ELEM FILT 3-3/4""OD X2-3/8"" ID 0.3 MICRON";C.C.E6E;
Rep.Herra.Varios;10010465;"FILTRO CARBON ACTIVADO 11"" OD X 22"" LG";C.C.A;
Estaciones;10010533;ACTUADOR NEUMATICO 6R TORQUE 1131.7 N-m;6B1;
Estaciones;10010536;"CONECTOR AC INOX 1/2"" OD X 1/8"" NPTM";C.C.E4B;
Acero;10010549;"TEE REDUC AC D 6"" X 4"" SCH80 PARA SOLDAR";6A2;https://i.ibb.co/23g8vnsg/10010549.png
Acero;10010550;"TUBERIA AC D  4"" API 5LX42 S/C SCH40";3A4;https://i.ibb.co/9k8CgPhC/10010550.jpg
Rep.Herra.Varios;10010576;GASKET KIT PARA FILTRO TF EN ACERO INOX;C.C.E5B;https://images-cdn.ubuy.co.in/6655a14dff37bb2daf20c5ec-swagelok-ss-4tf-k2-stainless-steel.jpg
Rep.Herra.Varios;10010578;BONNET KIT PARA FILTRO SERIE TF AC INOX;C.C.E5B;
Estaciones;10010588;"EMPAQUE FLEXITALICO BRIDA D  3"" ANSI 900";6B2;
Rep.Herra.Varios;10010596;TAPA MACIZA EN POLIPROPILENO COLOR GRIS;BD2;
Estaciones;10010606;TRADUC PRES 0-5000 PSI 10 VDC S/C AMETEK;C.C.E2C;
Acero;10010607;"TUBERIA AC D  6"" API 5L X42 S/C SCH40";3A4;https://i.ibb.co/kVqJ28tM/10010607.jpg
Acero;10010617;"VALVULA CHEQUE AC D 4"" ANSI 300, RF";S.P.M;
Internas;10010626;"TUBERIA PE-AL-PE 1620 D 1/2"" IPS BLANCA";7;https://i.ibb.co/WW7HK9Jb/10010626.jpg
Acero;10010627;"BRIDA SLIP-ON AC INOX 304 D 4"" ANSI 150";6B2;
Rep.Herra.Varios;10010628;"TORNILLO 5/8"" X 5-1/2"" AC INOX 304";3B4M3D;
Medidores;10010630;"MED 140 M3H ROT 20BAR D3""ANSI150 G100 ID";C.M.R;
Rep.Herra.Varios;10010639;A034V077 CORREA V10 GENERADOR A GAS;C.C.E7E;
Polietileno;10010646;"CODO PE80 D 2"" IPS x 90GR RDE11 TOPE";1A1;
Rep.Herra.Varios;10010657;TORNILLO HEX MILIM 16-2.0 X 50 AC GR 5;3B4M1D;
Rep.Herra.Varios;10010658;"TORNILLO CAB HEX D 3/4"" X 2-1/2"" AC GR 8";3B4M1D;
Rep.Herra.Varios;10010659;"TORNILLO CAB HEX 5/8"" X 2-1/2"" AC INOX";3B4M1D;
Estaciones;10010676;"TUBING AC INOX D 1/8"" OD x 0.028"" ESP";3A4;
Acero;10010688;"VALV GLOBO FLANCH CONTROL AC D4"" ANSI600";S.P.M;
Estaciones;10010706;"CONECTOR 3/8"" OD X 3/8"" NPTM ACERO INOX";C.C.E4C;
Estaciones;10010707;"CONECTOR 3/8"" OD X 1/4"" NPTM ACERO INOX";C.C.E4B;
Estaciones;10010716;TRADUC PRESI 0-100 PSI 10 VDC C/C AMETEK;C.C.E2D;
Estaciones;10010717;"MANERAL UNIV VALV CIERRE RAPIDO D 1/2""";C.C.B;
Estaciones;10010721;ARANDELA DE PRESION GALVANIZADA M4;C.C.E7C;
Estaciones;10010726;FUSIBLE LARGO DE CERAMICA 20 AMP 250VAC;C.C.E2D;
Estaciones;10010728;"VALVULA CHEQUE AC INOX 304 D 4"" ANSI 150";5A1;
Rep.Herra.Varios;10010729;"TORN HEX 5/16"" X 2-3/4"" ROSCA 1"" AC INOX";3B4M1D;
Rep.Herra.Varios;10010730;"ARANDELA PLANA AC INOX P/TORNILLO 5/16""";3B4M1D;
Rep.Herra.Varios;10010738;"TORNILLO CAB HEX 5/16 X 3-1/2"" AC INOX";3B4M3D;
Rep.Herra.Varios;10010739;"TORNILLO CAB HEX 1/4 X 1"" AC INOX";3B4M3D;
Reguladores;10010740;"REGULADOR 1500 M3H ANSI 150 CONEX D 2""";5A1;https://i.ibb.co/5h8kvhhV/10010740.jpg
Rep.Herra.Varios;10010741;CUCHILLA REFRENTADOR PITBULL 26 McELROY;5A1;
Rep.Herra.Varios;10010743;KIT REPARACION SRK-MINI-300-06-U-K-25-V;C.C.E6E;
Rep.Herra.Varios;10010750;710602 JGO 6 CUCHILLAS PITBULL26 McELROY;5A1;
Rep.Herra.Varios;10010751;413702 JGO 4 CUCHILLAS PITBULL14 McELROY;5A1;
Rep.Herra.Varios;10010753;TRADUC PRESI 0-100 PSI 10 VDC S/C AMETEK;C.C.E2C;
Rep.Herra.Varios;10010758;KIT O-RINGS CONTROLADOR FLOWSERVE;C.C.E6A;
Rep.Herra.Varios;10010760;KIT POTENCIOMETRO DE FEEDBACK FLOWSERVE;C.C.E6A;
Reguladores;10010762;"REGULADOR 100 M3/H 5 PSI  D 2"" NPTF 180";5A1;
Rep.Herra.Varios;10010775;LLAVE DE BOCA FIJA 6 X 7 MM;C.OF.P;
Rep.Herra.Varios;10010786;LLAVE DE BOCA FIJA 8 X 9 MM;C.OF.P;
Estaciones;10010796;"UNION UNIVERSAL AC D 1"" X 6000 LB";6A2;
Estaciones;10010797;"TEE AC D 1"" X 6000 LB ROSCADA";6B2;
Medidores;10010798;"MEDID TURBINA 400 M3H D4"" ANSI 600 G250";C.M.R;https://i.ibb.co/YFfwVMFx/10010798.jpg
Rep.Herra.Varios;10010806;"MANERAL UNIV CON PIEZA BLOQUEO VALV 1/2""";3B4M1D;
Acero;10010816;"VALV BOLA TRUNNION AC D 2"" ANSI 150 RF";S.P.M;
Reguladores;10010827;REGULADOR 100M3/H OPSO 2,9 A 5 PSI;4B1;
Reguladores;10010831;REGULADOR 100M3/H OPSO 7 A 11 PSI;5A1;
Reguladores;10010832;REGULADOR 100M3/H OPSO 11 A 21,8 PSI;4B1;
Acero;10010846;"VALV BOLA TRUNNION AC D 4"" ANSI 150 RF";S.P.M;
Acero;10010856;"VALV BOLA TRUNNION AC D 2"" ANSI 600 RF";S.P.M;https://i.ibb.co/0Rpy3Rdb/10010856.png
Rep.Herra.Varios;10010857;TAPA ROSCADA CON MARCO REGISTRO VALV PE;4A2;https://i.ibb.co/kP4j7yS/10010857.jpg
Acero;10010878;"BRIDA SLIP-ON AC FORJADO D 8"" ANSI 150";6B2;
Acero;10010882;"TAPON LOR 4"" AC ANSI 600 PARA SPLIT TEE";6A2;
Acero;10010883;"SPLIT TEE AC 8"" X 4"" ANSI 600";6A2;
Rep.Herra.Varios;10010887;"MANGA DE PROTECCION PARA BRAZO 18""";C.C.E5E;https://m.media-amazon.com/images/I/81-erEsufyL._AC_UY1000_.jpg
Rep.Herra.Varios;10010889;RESPIRADOR MEDIA CARA DOBLE FILTRO;C.C.E5E;https://http2.mlstatic.com/D_Q_NP_2X_976681-MLV75342544775_032024-T.webp
Rep.Herra.Varios;10010891;CAPUCHA / MONJA EN NOMEX MHP;C.C.E5E;https://http2.mlstatic.com/D_Q_NP_2X_797082-MCO53837018029_022023-T.webp
Acero;10010906;"EMPAQUE BRIDA D 8"" ANSI 150 (ESP 1/16)";5B1;
Estaciones;10010907;"EMPAQUE FLEXITALICO BRIDA D  8"" ANSI 300";6B2;
Acero;10010908;"CODO AC SCH80 D 6"" X 45 GR RADIO LARGO";6A2;
Acero;10010909;"REDUCCION CONCENTRICA AC SCH80 6"" X 4""";6B2;
Acero;10010910;"TEE AC SCH80 D 6"" PARA SOLDAR";6A2;https://i.ibb.co/tpTQB3pn/10010910.png
Polietileno;10010911;"VALVULA PE100 D 6"" IPS RDE11 TOPE BYPASS";7;
Acero;10010912;"CODO AC SCH80 D 6"" X 90 GR RADIO CORTO";6B2;
Rep.Herra.Varios;10010915;B0-1036 TAPON DESCARGA BOMBA NJEX 6000B;C.C.E7D;
Acero;10010917;"NIPLE AC D 1/2"" X 3"" LONG SCH40";6A2;
Acero;10010918;"VALVULA CR AC  D2"" NPTH X 800 - 1500 LB";5A1;
Acero;10010919;"BRIDA WN AC FORJADO D 8"" ANSI 150 RF";6A2;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/20220301215126-150-psi-con-cuello-wn-Brd-En-Acero-Carbon-BRIDA-CON-CUELLO-ACERO-CARBON-STD-150-PSI-A105-RF-12-METALFAR-1748202203012151261333.jpg
Acero;10010924;"VALV BOLA TRUNNION AC D 6"" ANSI 600 RF";S.P.M;https://i.ibb.co/fdCRq7rN/10010924.jpg
Estaciones;10010925;"VALVULA CR AC  D 1/2"" NPTH X 3000 LB";5A1;
Estaciones;10010926;B0-1038 ACCES.CHEQ DESC BOMBA NJEX 6000B;C.C.E7D;
Estaciones;10010927;B0-1031 ACCES CONEX ENT BOMBA NJEX 6000B;C.C.E7D;
Estaciones;10010928;PIEZO VALVE PARA LOGIX 3200MD FLOWSERVE;C.C.E6D;
Estaciones;10010936;SK500V225TC SEAL KIT TFE COMP MILTON ROY;C.C.E7D;
Estaciones;10010938;"BRIDA CIEGA AC FORJADO D  8"" ANSI 150 RF";6B2;https://i.ibb.co/JR2QV4Kq/10010938.png
Estaciones;10010939;BOARD EQUIPO PROT. CATODICA WT-SCPS-10A;C.C.E9C;
Estaciones;10010946;"VALV BOLA TRUNNION AC D 4"" ANSI 600 RF";S.P.M;https://i.ibb.co/23zRD7C4/10010946.png
Estaciones;10010948;"EMPAQUE FLEXITALICO BRIDA D 16"" ANSI 600";6B2;
Acero;10010951;"VALV BOLA TRUNNION AC D 3"" ANSI 600 RF";S.P.M;
Acero;10010953;"CODO AC CARBON D 6"" SCH40 ACERO WPHY 42";6A2;
Acero;10010954;"BRIDA WN AC FORJADO D6"" ANSI600 A694 F42";S.P.M;
Medidores;10010955;"MEDIDOR TURBINA G400 D 4"" ANSI 600 EP";C.M.R;https://i.ibb.co/xqypXS1S/10010955.jpg
Acero;10010957;"VALV BOLA TRUNNION AC D 3"" ANSI 150 RF";S.P.M;
Rep.Herra.Varios;10010959;CANDADO GRANDE MASTER LOCK 6121KARED;C.C.E9A;https://i.ibb.co/Wv1GFj08/10010959.jpg
Rep.Herra.Varios;10010960;CANDADO PEQ. MASTER LOCK 6835KALFRED;C.C.E9A;https://i.ibb.co/jPcHtSxZ/10010960.png
Estaciones;10010961;WI-LOG 3G CON 2 TRADUCTORES PRESION;C.C.E4A;https://i.ibb.co/1YHGqQ9f/10010961.png
Acero;10010966;"LINK SEAL TUBERIA AC D8""SCH30 API 5LX52";5B1;
Acero;10010967;"LINK SEAL TUBERIA AC D4""SCH40 API 5LX42";5B1;
Reguladores;10010970;143-62-021-16 RESORTE REG SENSUS 143-80;C.C.E3C;
Reguladores;10010971;071-03409-004 RESORTE REG SENSUS 496;C.C.E3C;
Reguladores;10010972;071-03409-001 RESORTE REG SENSUS 496;C.C.E3C;
Reguladores;10010973;071-03409-002 RESORTE REG SENSUS 496;C.C.E3C;
Reguladores;10010974;"71-03409-003 RESORT REG SENSUS496 12-28""";C.C.E3C;
Acometidas;10010987;"VALVULA CR D 3/4"" CORTE-RECONEX REMOTA";C.C.E5B;
Acero;10010989;"CODO AC SCH80 D 4"" X 90 GR RADIO LARGO";6B2;https://i.ibb.co/Y4Ff2hbX/10010989.jpg
Acero;10010990;"TEE AC SCH80 D 4"" PARA SOLDAR";6A2;
Medidores;10010991;MEDID 650 M3H ROT 40BAR ANSI 300 G400 EP;C.M.R;
Internas;10010992;"TUBERIA PE-AL-PE 2632 D 1"" BLANCA";7;https://i.ibb.co/1f6HQm01/10010992.jpg
Internas;10010993;VALVULA PE-AL-PE 2632 X 2632 HEMBRA;2A1;https://i.ibb.co/CKw5WPMd/10010993.jpg
Internas;10010994;UNION PE-AL-PE 2632 X 2632;2A1;
Internas;10010995;"UNION PE-AL-PE 2632 X 3/4"" NPTM";2A1;https://i.ibb.co/Z11gXQc4/10010995.jpg
Acero;10010998;"VALV BOLA TRUNNION AC D 6"" ANSI 150 RF";S.P.M;
Acero;10010999;"VALV BOLA TRUNNION AC D 4"" ANSI 300 RF";S.P.M;
Rep.Herra.Varios;10011000;GUANTE HYFLEX 11-840 CALIBRE 15;5A1;https://m.media-amazon.com/images/I/81DpN4d89bL._SL1500_.jpg
Internas;10011006;CODO PE-AL-PE 2632 X 2632;2A1;https://i.ibb.co/JR2yWJfK/10011006.jpg
Rep.Herra.Varios;10011009;199793.999.000 KIT PLACA INTERFAZ USUARI;C.C.E6A;
Rep.Herra.Varios;10011016;"PLANCHA MULTI-Mc 2"", 100-120V, P/N214905";5A1;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9HL3IZtStOTfrMeL2moiJ89iQPnG6a0mUFA&s
Rep.Herra.Varios;10011019;NGGC-312 PL-01 FILTRO GAS PECO FACET;C.C.E9B;
Polietileno;10011027;"TAPON PE100 D 2"" IPS SOCKET NARANJA";5B2;
Polietileno;10011028;"UNION PE100 D 2"" IPS SOCKET TERMOFISION";5B2;
Reguladores;10011029;"REGULADOR 453m3/H DIVAL500 1"" ANSI150 TR";4B1;
Acero;10011030;"TUBERIA AC D 6"" API 5L GRADO B SCH40 FBE";1A4;
Estaciones;10011031;"MANOMETRO 160 PSI CARA 1-1/2"" (40MM)";C.C.E8D;https://i.ibb.co/0VR2bzgn/10011031.jpg
Acero;10011036;"TUBERIA AC D 10"" API 5LX42 SCH40 DESNUDA";BD2;
Acero;10011046;"BRIDA WN AC FORJADO D 1"" ANSI 300 RF";6B2;
Acero;10011047;"EMPAQUE BRIDA D 1"" ANSI 300 ESP 1/16";5B1;https://i.ibb.co/Q7FRWwzV/10011047.png
Estaciones;10011048;"VALVULA GLOBO ROSC D 1/2"" X 800-1500 PSI";5A1;
Rep.Herra.Varios;10011049;VISOR GOTEO ODORANTE DOBLE VENTANA LINC;C.C.E6D;
Acero;10011051;"REDUC CONCENTRICA AC SCH40 2"" X 1-1/2""";6B2;
Acero;10011052;"REDUCCION CONCENTRICA AC SCH40 3"" X 1""";6B2;
Estaciones;10011053;"TAPON AC D 1/2"" NPTH X 6000#";6A2;
Estaciones;10011055;FILTRO AC INOX 1/4 OD 15 MICRONES;C.C.E4D;https://i.ibb.co/VcDzxQ0V/10011055.jpg
Estaciones;10011057;BOMBA DOSIFICADORA NEUMATICA MILTON ROY;C.C.E6A;
Estaciones;10011058;"1-214-72-43 PLATINA ALINEAD DE FLUJO 4""";C.C.E7D;
Estaciones;10011059;"PLATINA ALINEAD DE FLUJO 6""";C.C.E7D;
Internas;10011062;"CORTA TUBO PE-AL-PE HASTA 1"" (2632)";5A1;https://m.media-amazon.com/images/I/51mhjJNjj0L._AC_UF350,350_QL80_.jpg
Internas;10011063;HTA DOBLA TUBO PE-AL-PE (6 EN 1);2A2;
Rep.Herra.Varios;10011064;55542P018 RECEPTACULO SEGURIDAD AL800;C.C.E7C;
Rep.Herra.Varios;10011065;55060P029 TORNILLO PLATO BASE AL800;C.C.E7C;
Reguladores;10011066;"REGULADOR 100M3H CD 1"" NPTH HUMCAR R50PE";5A1;
Estaciones;10011067;"1-214-72-023 PLATINA ALINEAD DE FLUJO 3""";C.C.E7D;
Acero;10011069;"VALVULA GLOBO FLANCHADA AC D 4"" ANSI 300";S.P.M;
Medidores;10011070;MEDID 1000 M3H ROT 20BAR ANSI150 G650 ID;C.M.R;
Internas;10011071;REDONDEADOR MULTIFUNCIONAL PARA PE-AL-PE;2A2;
Rep.Herra.Varios;10011076;19316P004 TORNILLO TALCO ODOMETRO AL800;C.C.E7C;
Rep.Herra.Varios;10011077;10347P061 TORNILLO TRASERO PLATO AL800;C.C.E7C;
Rep.Herra.Varios;10011078;43393P099 TORNILLO ODOMETRO AL425;C.C.E7C;
Rep.Herra.Varios;10011079;10347P143 TORNILLO TALCO ODOMETRO AL425;C.C.E7C;
Rep.Herra.Varios;10011080;10347P174 TORNILLO TALCO ODOMETRO AL425;C.C.E7C;
Medidores;10011081;MEDIDOR 65 M3H ROT 20BAR ANSI 150 G40 EP;C.M.R;
Medidores;10011082;MEDID 200 M3H ROT 20 BAR ANSI150 G160 ID;C.M.R;
Medidores;10011084;MEDI 140M3H ROT 20 BAR ANSI150 G100 ID 2;C.M.R;
Rep.Herra.Varios;10011086;CONECTOR N HEMBRA PARA CABLE RG8;C.C.E7D;
Medidores;10011116;"FMT-LX-G400-A600-4"" CARTUCHO MEDIDOR FMG";C.C.E7D;
Medidores;10011117;"LOBULO DE MEDIDOR FMG FMR-G100-A600-3""HF";C.M.R;
Medidores;10011118;"LOBULO DE MEDIDOR FMG FMR-G400-A300-4""H";C.C.E6B;
Medidores;10011119;"ODOMETRO FMG DE MEDI FMT-LX-G400-A600-4""";C.C.E7D;
Estaciones;10011121;"EMPAQUE BRIDA D 12"" ANSI 150 ESP 1/16";5B1;https://i.ibb.co/LDMFMGRp/10011121.png
Estaciones;10011124;"BRIDA SLIP-ON AC FORJADO D 12"" ANSI 150";S.P.M;https://i.ibb.co/397Lc7CB/10011124.png
Estaciones;10011125;"BRIDA CIEGA AC FORJADO D 12"" ANSI 150 RF";S.P.M;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/20221123155812-150-psi-ciega-bl-Brd-En-Acero-Carbon-BRIDA-CIEGA-12-ACERO-CARBON-150-PSI-A105-RF-SQG---2219202211231558123722.jpg
Estaciones;10011126;"REGULADOR KPR 1/4"""" NPTH 0-25 PSIG AC IN";C.C.E5D;
Estaciones;10011127;KIT PARA REGULADOR KPR AC INOX;C.C.E5D;
Estaciones;10011128;"VALVULA SEG 1"" X 1"" NPTH 3000# 175 PSI";C.C.E5D;
Estaciones;10011129;"VALVULA SEG 1"" X 1"" NPTH 3000# 190 PSI";C.C.E5D;
Acero;10011137;CINTA RECUBRIMIENTO TUB ACERO INTEMPERIE;C.C.E4A;
Acero;10011138;IMPRIMANTE CINTAS RECUBRIM TUBERIA AC;BD2;
Acero;10011139;REVESTIMIENTO PROTEC MECANICA TUBERIA AC;C.C.E4A;
Acero;10011148;CINTA RECUBRIMIENTO TUB ACERO ENTERRADA;C.C.E4A;
Estaciones;10011166;WI-LOG 3G CON TRADUCT PRESION 0-100 PSI;C.C.E9D;https://i.ibb.co/DHx94Dby/10011166.jpg
Estaciones;10011170;SK250V225TC SEAL KIT TFE COMP MILTON ROY;C.C.E7B;
Estaciones;10011171;RK250V225CRTC REPAIR KIT CERAM/TC MILTON;C.C.E7B;
Rep.Herra.Varios;10011172;SRE-007-CUY ELECTRODO PERMANTE STELTH 2;C.C.E6C;
Medidores;10011187;MEDIDOR 2.5 M3H (G1.6) M30x2 PREPAGO;6B1;
Acero;10011196;"REDUC CONCENTRICA AC SCH40 3"" X 1-1/2""";6B2;https://i.ibb.co/SXWD4Zn9/10011196.jpg
Estaciones;10011216;GABINETE A PRUEBA EXPLOS CLASE 1 DIV 1&2;6B1;
Reguladores;10011226;"REGULA 70M3H 100PSI D 1"" NPTH OPSO R50PE";5A1;
Medidores;10011231;TARJETA RECARGA MED GOLDCARD G1.6 PREPAG;C.C.E6C;https://i.ibb.co/YFT6QQcX/10011231.png
Estaciones;10011236;MODEM DE DATOS 3.5G WITECH USA WTGP3;C.C.E9B;https://i.ibb.co/RTFbKVNw/10011236.jpg
